activity_id,molecule_chembl_id,canonical_smiles,molecule_pref_name,standard_type,standard_relation,standard_value,standard_units,pchembl_value,assay_chembl_id,assay_description,assay_type,document_chembl_id,document_journal,document_year,target_chembl_id,target_pref_name
729160,CHEMBL434886,CCC(C)C(N)C(=O)N(C)CC,,Selectivity index,<,0.3,,,CHEMBL665780,Selectivity index of compound was determined as value for DPP IV divided by value for DPP II,B,CHEMBL1144883,J Med Chem,2003,CHEMBL284,Dipeptidyl peptidase 4
729162,CHEMBL146509,NCCCC[C@@H](N)C(=S)N1CCCCC1,,IC50,>,1000000.0,nM,,CHEMBL664534,Inhibitory activity against Dipeptidylpeptidase IV (DPP IV),B,CHEMBL1144883,J Med Chem,2003,CHEMBL284,Dipeptidyl peptidase 4
729163,CHEMBL146509,NCCCC[C@@H](N)C(=S)N1CCCCC1,,Selectivity index,>,2041.0,,,CHEMBL665780,Selectivity index of compound was determined as value for DPP IV divided by value for DPP II,B,CHEMBL1144883,J Med Chem,2003,CHEMBL284,Dipeptidyl peptidase 4
729165,CHEMBL319514,C[C@H](N)C(=O)N1CCC[C@H]1C#N,,IC50,=,200.0,nM,6.70,CHEMBL664534,Inhibitory activity against Dipeptidylpeptidase IV (DPP IV),B,CHEMBL1144883,J Med Chem,2003,CHEMBL284,Dipeptidyl peptidase 4
729166,CHEMBL319514,C[C@H](N)C(=O)N1CCC[C@H]1C#N,,Selectivity index,=,,,,CHEMBL665780,Selectivity index of compound was determined as value for DPP IV divided by value for DPP II,B,CHEMBL1144883,J Med Chem,2003,CHEMBL284,Dipeptidyl peptidase 4
729168,CHEMBL499101,N[C@@H](CC(=O)O)C(=O)N1CCCC1,,IC50,=,122000.0,nM,,CHEMBL664534,Inhibitory activity against Dipeptidylpeptidase IV (DPP IV),B,CHEMBL1144883,J Med Chem,2003,CHEMBL284,Dipeptidyl peptidase 4
729169,CHEMBL499101,N[C@@H](CC(=O)O)C(=O)N1CCCC1,,Selectivity index,<,0.2,,,CHEMBL665780,Selectivity index of compound was determined as value for DPP IV divided by value for DPP II,B,CHEMBL1144883,J Med Chem,2003,CHEMBL284,Dipeptidyl peptidase 4
729422,CHEMBL37289,COc1ccc(-c2nc(N)c(CN)c(-c3ccc(Cl)cc3Cl)n2)cc1,,IC50,=,100.0,nM,7.00,CHEMBL664533,Inhibitory activity against Dipeptidylpeptidase IV mediated cleavage of Ala-Pro-7-amido-4-tri-fluoromethylcoumarin in a fluorogenic assay,F,CHEMBL1147631,Bioorg Med Chem Lett,2004,CHEMBL284,Dipeptidyl peptidase 4
730305,CHEMBL359211,NCCCCC(N)C(=O)N1CC=CCC1,,IC50,>,500000.0,nM,,CHEMBL664534,Inhibitory activity against Dipeptidylpeptidase IV (DPP IV),B,CHEMBL1144883,J Med Chem,2003,CHEMBL284,Dipeptidyl peptidase 4
730306,CHEMBL359211,NCCCCC(N)C(=O)N1CC=CCC1,,Selectivity index,>,46.0,,,CHEMBL665780,Selectivity index of compound was determined as value for DPP IV divided by value for DPP II,B,CHEMBL1144883,J Med Chem,2003,CHEMBL284,Dipeptidyl peptidase 4
730308,CHEMBL144226,[N-]=[N+]=NC1CCN(C(=O)C(N)CCCCN)C1,,IC50,>,1000000.0,nM,,CHEMBL664534,Inhibitory activity against Dipeptidylpeptidase IV (DPP IV),B,CHEMBL1144883,J Med Chem,2003,CHEMBL284,Dipeptidyl peptidase 4
730309,CHEMBL144226,[N-]=[N+]=NC1CCN(C(=O)C(N)CCCCN)C1,,Selectivity index,>,205.0,,,CHEMBL665780,Selectivity index of compound was determined as value for DPP IV divided by value for DPP II,B,CHEMBL1144883,J Med Chem,2003,CHEMBL284,Dipeptidyl peptidase 4
730311,CHEMBL97180,NC(Cc1c[nH]cn1)C(=O)N1CCCCC1,,IC50,=,213000.0,nM,,CHEMBL664534,Inhibitory activity against Dipeptidylpeptidase IV (DPP IV),B,CHEMBL1144883,J Med Chem,2003,CHEMBL284,Dipeptidyl peptidase 4
730312,CHEMBL97180,NC(Cc1c[nH]cn1)C(=O)N1CCCCC1,,Selectivity index,=,704.0,,,CHEMBL665780,Selectivity index of compound was determined as value for DPP IV divided by value for DPP II,B,CHEMBL1144883,J Med Chem,2003,CHEMBL284,Dipeptidyl peptidase 4
730314,CHEMBL343616,NCCC(N)C(=O)N1CCOCC1,,IC50,>,1000000.0,nM,,CHEMBL664534,Inhibitory activity against Dipeptidylpeptidase IV (DPP IV),B,CHEMBL1144883,J Med Chem,2003,CHEMBL284,Dipeptidyl peptidase 4
730315,CHEMBL343616,NCCC(N)C(=O)N1CCOCC1,,Selectivity index,>,1961.0,,,CHEMBL665780,Selectivity index of compound was determined as value for DPP IV divided by value for DPP II,B,CHEMBL1144883,J Med Chem,2003,CHEMBL284,Dipeptidyl peptidase 4
730496,CHEMBL34062,COc1cc(OC)cc(-c2nc(N)c(CN)c(-c3ccc(Cl)cc3Cl)n2)c1,,IC50,=,0.1,nM,10.00,CHEMBL664533,Inhibitory activity against Dipeptidylpeptidase IV mediated cleavage of Ala-Pro-7-amido-4-tri-fluoromethylcoumarin in a fluorogenic assay,F,CHEMBL1147631,Bioorg Med Chem Lett,2004,CHEMBL284,Dipeptidyl peptidase 4
730517,CHEMBL37980,NCc1c(N)nc(-c2ccccc2)nc1-c1ccc2c(c1)OCO2,,IC50,=,10000.0,nM,5.00,CHEMBL664533,Inhibitory activity against Dipeptidylpeptidase IV mediated cleavage of Ala-Pro-7-amido-4-tri-fluoromethylcoumarin in a fluorogenic assay,F,CHEMBL1147631,Bioorg Med Chem Lett,2004,CHEMBL284,Dipeptidyl peptidase 4
731658,CHEMBL277390,C[S+](C)Cc1ccc2cc1C(=O)NCC(=O)NCC(=O)NCCCC[C@H](N)C(=O)N1CCC[C@H]1C(=O)N2.O=C(O)C(F)(F)F.O=C([O-])C(F)(F)F,,IC50,=,12.0,nM,7.92,CHEMBL664926,Inhibitory activity against hydrolysis of Gly-Pro-pNa by CD26 (Dipeptidyl peptidase IV) purified from CEM H01 cells,B,CHEMBL1131574,J Med Chem,1998,CHEMBL284,Dipeptidyl peptidase 4
731659,CHEMBL277390,C[S+](C)Cc1ccc2cc1C(=O)NCC(=O)NCC(=O)NCCCC[C@H](N)C(=O)N1CCC[C@H]1C(=O)N2.O=C(O)C(F)(F)F.O=C([O-])C(F)(F)F,,IC50,=,1000.0,nM,6.00,CHEMBL664927,Inhibitory activity against hydrolysis of Gly-Pro-pNa by Dipeptidyl peptidase IV purified from CD26-negative C8166 cells,B,CHEMBL1131574,J Med Chem,1998,CHEMBL284,Dipeptidyl peptidase 4
731660,CHEMBL277390,C[S+](C)Cc1ccc2cc1C(=O)NCC(=O)NCC(=O)NCCCC[C@H](N)C(=O)N1CCC[C@H]1C(=O)N2.O=C(O)C(F)(F)F.O=C([O-])C(F)(F)F,,Ki,=,85.0,nM,7.07,CHEMBL664931,Inhibitory activity against hydrolysis of Gly-Pro-pNa by CD26 (dipeptidylpeptidase 4) purified from CEM H01 cells,B,CHEMBL1131574,J Med Chem,1998,CHEMBL284,Dipeptidyl peptidase 4
731661,CHEMBL277390,C[S+](C)Cc1ccc2cc1C(=O)NCC(=O)NCC(=O)NCCCC[C@H](N)C(=O)N1CCC[C@H]1C(=O)N2.O=C(O)C(F)(F)F.O=C([O-])C(F)(F)F,,K inact,=,11.0,s-1,,CHEMBL664792,Inhibitory activity against hydrolysis of Gly-Pro-pNa by CD26 (dipeptidylpeptidase 4) purified from CEM H01 cells,B,CHEMBL1131574,J Med Chem,1998,CHEMBL284,Dipeptidyl peptidase 4
731662,CHEMBL277390,C[S+](C)Cc1ccc2cc1C(=O)NCC(=O)NCC(=O)NCCCC[C@H](N)C(=O)N1CCC[C@H]1C(=O)N2.O=C(O)C(F)(F)F.O=C([O-])C(F)(F)F,,Ki,=,470.0,nM,6.33,CHEMBL664932,Inhibitory kinetic constant against Dipeptidyl peptidase IV purified from CD26-negative C8166 cells,B,CHEMBL1131574,J Med Chem,1998,CHEMBL284,Dipeptidyl peptidase 4
731663,CHEMBL277390,C[S+](C)Cc1ccc2cc1C(=O)NCC(=O)NCC(=O)NCCCC[C@H](N)C(=O)N1CCC[C@H]1C(=O)N2.O=C(O)C(F)(F)F.O=C([O-])C(F)(F)F,,K inact,=,22.0,s-1,,CHEMBL665017,Inhibitory kinetic constant against Dipeptidyl peptidase IV purified from CD26-negative C8166 cells,B,CHEMBL1131574,J Med Chem,1998,CHEMBL284,Dipeptidyl peptidase 4
731729,CHEMBL37687,NCc1c(N)nc(-c2ccc(Cl)cc2)nc1-c1ccc(Cl)cc1Cl,,IC50,=,53.0,nM,7.28,CHEMBL664533,Inhibitory activity against Dipeptidylpeptidase IV mediated cleavage of Ala-Pro-7-amido-4-tri-fluoromethylcoumarin in a fluorogenic assay,F,CHEMBL1147631,Bioorg Med Chem Lett,2004,CHEMBL284,Dipeptidyl peptidase 4
731798,CHEMBL37960,NCc1c(N)nc(-c2ccc(F)c(F)c2)nc1-c1ccc(Cl)cc1Cl,,IC50,=,3.0,nM,8.52,CHEMBL664533,Inhibitory activity against Dipeptidylpeptidase IV mediated cleavage of Ala-Pro-7-amido-4-tri-fluoromethylcoumarin in a fluorogenic assay,F,CHEMBL1147631,Bioorg Med Chem Lett,2004,CHEMBL284,Dipeptidyl peptidase 4
732555,CHEMBL147583,NCC(N)C(=O)N1CCCCC1,,IC50,>,1000000.0,nM,,CHEMBL664534,Inhibitory activity against Dipeptidylpeptidase IV (DPP IV),B,CHEMBL1144883,J Med Chem,2003,CHEMBL284,Dipeptidyl peptidase 4
732556,CHEMBL147583,NCC(N)C(=O)N1CCCCC1,,Selectivity index,>,544.0,,,CHEMBL665780,Selectivity index of compound was determined as value for DPP IV divided by value for DPP II,B,CHEMBL1144883,J Med Chem,2003,CHEMBL284,Dipeptidyl peptidase 4
733806,CHEMBL461912,N#C[C@@H]1CCCN1C(=O)[C@@H](N)CCCCN,,IC50,=,320.0,nM,6.50,CHEMBL664534,Inhibitory activity against Dipeptidylpeptidase IV (DPP IV),B,CHEMBL1144883,J Med Chem,2003,CHEMBL284,Dipeptidyl peptidase 4
733807,CHEMBL461912,N#C[C@@H]1CCCN1C(=O)[C@@H](N)CCCCN,,Selectivity index,=,0.32,,,CHEMBL665780,Selectivity index of compound was determined as value for DPP IV divided by value for DPP II,B,CHEMBL1144883,J Med Chem,2003,CHEMBL284,Dipeptidyl peptidase 4
734130,CHEMBL416787,NCc1c(N)nc(-c2ccccc2)nc1-c1cccc(Cl)c1,,IC50,=,31000.0,nM,4.51,CHEMBL664533,Inhibitory activity against Dipeptidylpeptidase IV mediated cleavage of Ala-Pro-7-amido-4-tri-fluoromethylcoumarin in a fluorogenic assay,F,CHEMBL1147631,Bioorg Med Chem Lett,2004,CHEMBL284,Dipeptidyl peptidase 4
735009,CHEMBL403882,O=C([C@@H]1CCCN1)N1CCCC1,,IC50,=,15000.0,nM,4.82,CHEMBL664534,Inhibitory activity against Dipeptidylpeptidase IV (DPP IV),B,CHEMBL1144883,J Med Chem,2003,CHEMBL284,Dipeptidyl peptidase 4
735010,CHEMBL403882,O=C([C@@H]1CCCN1)N1CCCC1,,Selectivity index,<,0.03,,,CHEMBL665780,Selectivity index of compound was determined as value for DPP IV divided by value for DPP II,B,CHEMBL1144883,J Med Chem,2003,CHEMBL284,Dipeptidyl peptidase 4
735220,CHEMBL67680,CCCCCCCC[S+](CCCCCCCC)Cc1ccc2cc1C(=O)NCC(=O)NCC(=O)NCCCC[C@H](N)C(=O)N1CCC[C@H]1C(=O)N2.O=C(O)C(F)(F)F.O=C([O-])C(F)(F)F,,IC50,=,30.0,nM,7.52,CHEMBL664926,Inhibitory activity against hydrolysis of Gly-Pro-pNa by CD26 (Dipeptidyl peptidase IV) purified from CEM H01 cells,B,CHEMBL1131574,J Med Chem,1998,CHEMBL284,Dipeptidyl peptidase 4
735221,CHEMBL67680,CCCCCCCC[S+](CCCCCCCC)Cc1ccc2cc1C(=O)NCC(=O)NCC(=O)NCCCC[C@H](N)C(=O)N1CCC[C@H]1C(=O)N2.O=C(O)C(F)(F)F.O=C([O-])C(F)(F)F,,IC50,=,630.0,nM,6.20,CHEMBL664927,Inhibitory activity against hydrolysis of Gly-Pro-pNa by Dipeptidyl peptidase IV purified from CD26-negative C8166 cells,B,CHEMBL1131574,J Med Chem,1998,CHEMBL284,Dipeptidyl peptidase 4
735314,CHEMBL36666,NCc1c(N)nc(-c2cccc(F)c2)nc1-c1ccc(Cl)cc1Cl,,IC50,=,0.2,nM,9.70,CHEMBL664533,Inhibitory activity against Dipeptidylpeptidase IV mediated cleavage of Ala-Pro-7-amido-4-tri-fluoromethylcoumarin in a fluorogenic assay,F,CHEMBL1147631,Bioorg Med Chem Lett,2004,CHEMBL284,Dipeptidyl peptidase 4
736392,CHEMBL383705,CC(C)[C@H](N)C(=O)N1CCCC1,,IC50,=,4000.0,nM,5.40,CHEMBL664534,Inhibitory activity against Dipeptidylpeptidase IV (DPP IV),B,CHEMBL1144883,J Med Chem,2003,CHEMBL284,Dipeptidyl peptidase 4
736393,CHEMBL383705,CC(C)[C@H](N)C(=O)N1CCCC1,,Selectivity index,=,0.02,,,CHEMBL665780,Selectivity index of compound was determined as value for DPP IV divided by value for DPP II,B,CHEMBL1144883,J Med Chem,2003,CHEMBL284,Dipeptidyl peptidase 4
736395,CHEMBL148127,CCC(C)C(N)C(=O)N1CCCCCC1,,IC50,=,374000.0,nM,,CHEMBL664534,Inhibitory activity against Dipeptidylpeptidase IV (DPP IV),B,CHEMBL1144883,J Med Chem,2003,CHEMBL284,Dipeptidyl peptidase 4
736396,CHEMBL148127,CCC(C)C(N)C(=O)N1CCCCCC1,,Selectivity index,=,2.0,,,CHEMBL665780,Selectivity index of compound was determined as value for DPP IV divided by value for DPP II,B,CHEMBL1144883,J Med Chem,2003,CHEMBL284,Dipeptidyl peptidase 4
736398,CHEMBL356207,NCCC(N)C(=O)N1CCSC1,,IC50,=,289000.0,nM,,CHEMBL664534,Inhibitory activity against Dipeptidylpeptidase IV (DPP IV),B,CHEMBL1144883,J Med Chem,2003,CHEMBL284,Dipeptidyl peptidase 4
736399,CHEMBL356207,NCCC(N)C(=O)N1CCSC1,,Selectivity index,=,2064.0,,,CHEMBL665780,Selectivity index of compound was determined as value for DPP IV divided by value for DPP II,B,CHEMBL1144883,J Med Chem,2003,CHEMBL284,Dipeptidyl peptidase 4
737808,CHEMBL148025,NC(C(=O)N1CCCCC1)C1CCCCC1,,IC50,=,217000.0,nM,,CHEMBL664534,Inhibitory activity against Dipeptidylpeptidase IV (DPP IV),B,CHEMBL1144883,J Med Chem,2003,CHEMBL284,Dipeptidyl peptidase 4
737809,CHEMBL148025,NC(C(=O)N1CCCCC1)C1CCCCC1,,Selectivity index,=,22.0,,,CHEMBL665780,Selectivity index of compound was determined as value for DPP IV divided by value for DPP II,B,CHEMBL1144883,J Med Chem,2003,CHEMBL284,Dipeptidyl peptidase 4
738098,CHEMBL287847,NCc1c(N)nc(-c2ccccc2)nc1-c1ccccc1F,,IC50,=,14000.0,nM,4.85,CHEMBL664533,Inhibitory activity against Dipeptidylpeptidase IV mediated cleavage of Ala-Pro-7-amido-4-tri-fluoromethylcoumarin in a fluorogenic assay,F,CHEMBL1147631,Bioorg Med Chem Lett,2004,CHEMBL284,Dipeptidyl peptidase 4
738099,CHEMBL37655,NCc1c(N)nc(-c2cccc(Cl)c2)nc1-c1ccc(Cl)cc1Cl,,IC50,=,240.0,nM,6.62,CHEMBL664533,Inhibitory activity against Dipeptidylpeptidase IV mediated cleavage of Ala-Pro-7-amido-4-tri-fluoromethylcoumarin in a fluorogenic assay,F,CHEMBL1147631,Bioorg Med Chem Lett,2004,CHEMBL284,Dipeptidyl peptidase 4
739032,CHEMBL317126,NC(Cc1ccc(O)cc1)C(=O)N1CCCC1,,IC50,=,14000.0,nM,4.85,CHEMBL664534,Inhibitory activity against Dipeptidylpeptidase IV (DPP IV),B,CHEMBL1144883,J Med Chem,2003,CHEMBL284,Dipeptidyl peptidase 4
739033,CHEMBL317126,NC(Cc1ccc(O)cc1)C(=O)N1CCCC1,,Selectivity index,=,0.09,,,CHEMBL665780,Selectivity index of compound was determined as value for DPP IV divided by value for DPP II,B,CHEMBL1144883,J Med Chem,2003,CHEMBL284,Dipeptidyl peptidase 4
739035,CHEMBL346877,CCC(C)C(N)C(=O)N1CCC1,,IC50,=,50400.0,nM,4.30,CHEMBL664534,Inhibitory activity against Dipeptidylpeptidase IV (DPP IV),B,CHEMBL1144883,J Med Chem,2003,CHEMBL284,Dipeptidyl peptidase 4
739036,CHEMBL346877,CCC(C)C(N)C(=O)N1CCC1,,Selectivity index,=,0.07,,,CHEMBL665780,Selectivity index of compound was determined as value for DPP IV divided by value for DPP II,B,CHEMBL1144883,J Med Chem,2003,CHEMBL284,Dipeptidyl peptidase 4
739038,CHEMBL147923,NCCC(N)C(=O)N1CCCCC1,,IC50,=,500000.0,nM,,CHEMBL664534,Inhibitory activity against Dipeptidylpeptidase IV (DPP IV),B,CHEMBL1144883,J Med Chem,2003,CHEMBL284,Dipeptidyl peptidase 4
739039,CHEMBL147923,NCCC(N)C(=O)N1CCCCC1,,Selectivity index,=,435.0,,,CHEMBL665780,Selectivity index of compound was determined as value for DPP IV divided by value for DPP II,B,CHEMBL1144883,J Med Chem,2003,CHEMBL284,Dipeptidyl peptidase 4
739041,CHEMBL146190,CCCC(N)C(=O)N1CCCCC1,,IC50,=,229000.0,nM,,CHEMBL664534,Inhibitory activity against Dipeptidylpeptidase IV (DPP IV),B,CHEMBL1144883,J Med Chem,2003,CHEMBL284,Dipeptidyl peptidase 4
739042,CHEMBL146190,CCCC(N)C(=O)N1CCCCC1,,Selectivity index,=,4.0,,,CHEMBL665780,Selectivity index of compound was determined as value for DPP IV divided by value for DPP II,B,CHEMBL1144883,J Med Chem,2003,CHEMBL284,Dipeptidyl peptidase 4
739044,CHEMBL67279,CC(C)[C@H](N)C(=O)N1CCC[C@H]1B(O)O,TALABOSTAT,Ki,=,2000.0,nM,,CHEMBL664535,Inhibitory activity of compound against Dipeptidylpeptidase IV (DPP IV),B,CHEMBL1144883,J Med Chem,2003,CHEMBL284,Dipeptidyl peptidase 4
739045,CHEMBL67279,CC(C)[C@H](N)C(=O)N1CCC[C@H]1B(O)O,TALABOSTAT,Selectivity index,=,0.016,,,CHEMBL665780,Selectivity index of compound was determined as value for DPP IV divided by value for DPP II,B,CHEMBL1144883,J Med Chem,2003,CHEMBL284,Dipeptidyl peptidase 4
739047,CHEMBL356055,NCCC[C@H](N)C(=S)N1CCCCC1,,IC50,>,1000000.0,nM,,CHEMBL664534,Inhibitory activity against Dipeptidylpeptidase IV (DPP IV),B,CHEMBL1144883,J Med Chem,2003,CHEMBL284,Dipeptidyl peptidase 4
739048,CHEMBL356055,NCCC[C@H](N)C(=S)N1CCCCC1,,Selectivity index,>,5050.0,,,CHEMBL665780,Selectivity index of compound was determined as value for DPP IV divided by value for DPP II,B,CHEMBL1144883,J Med Chem,2003,CHEMBL284,Dipeptidyl peptidase 4
739267,CHEMBL37748,COc1cccc(-c2nc(N)c(CN)c(-c3ccc(Cl)cc3Cl)n2)c1,,IC50,=,340.0,nM,6.47,CHEMBL664533,Inhibitory activity against Dipeptidylpeptidase IV mediated cleavage of Ala-Pro-7-amido-4-tri-fluoromethylcoumarin in a fluorogenic assay,F,CHEMBL1147631,Bioorg Med Chem Lett,2004,CHEMBL284,Dipeptidyl peptidase 4
740209,CHEMBL148002,CCC(C)C(N)C(=O)N(C)C,,IC50,=,360000.0,nM,,CHEMBL664534,Inhibitory activity against Dipeptidylpeptidase IV (DPP IV),B,CHEMBL1144883,J Med Chem,2003,CHEMBL284,Dipeptidyl peptidase 4
740210,CHEMBL148002,CCC(C)C(N)C(=O)N(C)C,,Selectivity index,<,0.4,,,CHEMBL665780,Selectivity index of compound was determined as value for DPP IV divided by value for DPP II,B,CHEMBL1144883,J Med Chem,2003,CHEMBL284,Dipeptidyl peptidase 4
740212,CHEMBL98408,CC[C@H](C)[C@H](N)C(=O)N1CCSC1,,Ki,=,126.0,nM,6.90,CHEMBL664535,Inhibitory activity of compound against Dipeptidylpeptidase IV (DPP IV),B,CHEMBL1144883,J Med Chem,2003,CHEMBL284,Dipeptidyl peptidase 4
740213,CHEMBL98408,CC[C@H](C)[C@H](N)C(=O)N1CCSC1,,Selectivity index,=,0.015,,,CHEMBL665780,Selectivity index of compound was determined as value for DPP IV divided by value for DPP II,B,CHEMBL1144883,J Med Chem,2003,CHEMBL284,Dipeptidyl peptidase 4
740215,CHEMBL145813,N#CC1CCCCN1C(=O)C(N)CCCCN,,IC50,=,51000.0,nM,4.29,CHEMBL664534,Inhibitory activity against Dipeptidylpeptidase IV (DPP IV),B,CHEMBL1144883,J Med Chem,2003,CHEMBL284,Dipeptidyl peptidase 4
740216,CHEMBL145813,N#CC1CCCCN1C(=O)C(N)CCCCN,,Selectivity index,=,35.0,,,CHEMBL665780,Selectivity index of compound was determined as value for DPP IV divided by value for DPP II,B,CHEMBL1144883,J Med Chem,2003,CHEMBL284,Dipeptidyl peptidase 4
741648,CHEMBL344507,O=C(CNC1CCCC1)NC(c1ccccc1)P(=O)(Oc1ccccc1)Oc1ccccc1,,IC50,>,125000.0,nM,,CHEMBL664534,Inhibitory activity against Dipeptidylpeptidase IV (DPP IV),B,CHEMBL1144883,J Med Chem,2003,CHEMBL284,Dipeptidyl peptidase 4
741649,CHEMBL344507,O=C(CNC1CCCC1)NC(c1ccccc1)P(=O)(Oc1ccccc1)Oc1ccccc1,,Selectivity index,>,33.0,,,CHEMBL665780,Selectivity index of compound was determined as value for DPP IV divided by value for DPP II,B,CHEMBL1144883,J Med Chem,2003,CHEMBL284,Dipeptidyl peptidase 4
741651,CHEMBL97025,NCC(=O)N1CCCC1,,IC50,>,1000000.0,nM,,CHEMBL664534,Inhibitory activity against Dipeptidylpeptidase IV (DPP IV),B,CHEMBL1144883,J Med Chem,2003,CHEMBL284,Dipeptidyl peptidase 4
741652,CHEMBL97025,NCC(=O)N1CCCC1,,Selectivity index,=,1.0,,,CHEMBL665780,Selectivity index of compound was determined as value for DPP IV divided by value for DPP II,B,CHEMBL1144883,J Med Chem,2003,CHEMBL284,Dipeptidyl peptidase 4
741858,CHEMBL1160335,CC(=O)OCc1ccc2cc1C(=O)NCC(=O)NCC(=O)NCCCC[C@H](N)C(=O)N1CCC[C@H]1C(=O)N2.O=C(O)C(F)(F)F,,IC50,=,1500.0,nM,5.82,CHEMBL664926,Inhibitory activity against hydrolysis of Gly-Pro-pNa by CD26 (Dipeptidyl peptidase IV) purified from CEM H01 cells,B,CHEMBL1131574,J Med Chem,1998,CHEMBL284,Dipeptidyl peptidase 4
741859,CHEMBL1160335,CC(=O)OCc1ccc2cc1C(=O)NCC(=O)NCC(=O)NCCCC[C@H](N)C(=O)N1CCC[C@H]1C(=O)N2.O=C(O)C(F)(F)F,,IC50,=,3500.0,nM,5.46,CHEMBL664927,Inhibitory activity against hydrolysis of Gly-Pro-pNa by Dipeptidyl peptidase IV purified from CD26-negative C8166 cells,B,CHEMBL1131574,J Med Chem,1998,CHEMBL284,Dipeptidyl peptidase 4
741860,CHEMBL305759,N[C@H]1CCCCNC(=O)CNC(=O)CNC(=O)c2cc(ccc2COc2ccccc2)NC(=O)[C@@H]2CCCN2C1=O,,IC50,=,10000.0,nM,5.00,CHEMBL664926,Inhibitory activity against hydrolysis of Gly-Pro-pNa by CD26 (Dipeptidyl peptidase IV) purified from CEM H01 cells,B,CHEMBL1131574,J Med Chem,1998,CHEMBL284,Dipeptidyl peptidase 4
741861,CHEMBL305759,N[C@H]1CCCCNC(=O)CNC(=O)CNC(=O)c2cc(ccc2COc2ccccc2)NC(=O)[C@@H]2CCCN2C1=O,,IC50,=,25000.0,nM,4.60,CHEMBL664927,Inhibitory activity against hydrolysis of Gly-Pro-pNa by Dipeptidyl peptidase IV purified from CD26-negative C8166 cells,B,CHEMBL1131574,J Med Chem,1998,CHEMBL284,Dipeptidyl peptidase 4
741951,CHEMBL36282,COc1ccc(-c2nc(-c3ccccc3)nc(N)c2CN)cc1,,IC50,=,47000.0,nM,4.33,CHEMBL664533,Inhibitory activity against Dipeptidylpeptidase IV mediated cleavage of Ala-Pro-7-amido-4-tri-fluoromethylcoumarin in a fluorogenic assay,F,CHEMBL1147631,Bioorg Med Chem Lett,2004,CHEMBL284,Dipeptidyl peptidase 4
741952,CHEMBL35000,NCc1c(N)nc(-c2ccccc2)nc1-c1ccc(C(F)(F)F)cc1,,IC50,=,1100.0,nM,5.96,CHEMBL664533,Inhibitory activity against Dipeptidylpeptidase IV mediated cleavage of Ala-Pro-7-amido-4-tri-fluoromethylcoumarin in a fluorogenic assay,F,CHEMBL1147631,Bioorg Med Chem Lett,2004,CHEMBL284,Dipeptidyl peptidase 4
743059,CHEMBL343650,CCCN(C)C(=O)C(N)C(C)CC,,IC50,=,377000.0,nM,,CHEMBL664534,Inhibitory activity against Dipeptidylpeptidase IV (DPP IV),B,CHEMBL1144883,J Med Chem,2003,CHEMBL284,Dipeptidyl peptidase 4
743060,CHEMBL343650,CCCN(C)C(=O)C(N)C(C)CC,,Selectivity index,=,1.4,,,CHEMBL665780,Selectivity index of compound was determined as value for DPP IV divided by value for DPP II,B,CHEMBL1144883,J Med Chem,2003,CHEMBL284,Dipeptidyl peptidase 4
743062,CHEMBL328795,NC(=O)CC(N)C(=O)N1CCCC1,,IC50,=,188000.0,nM,,CHEMBL664534,Inhibitory activity against Dipeptidylpeptidase IV (DPP IV),B,CHEMBL1144883,J Med Chem,2003,CHEMBL284,Dipeptidyl peptidase 4
743063,CHEMBL328795,NC(=O)CC(N)C(=O)N1CCCC1,,Selectivity index,=,1.2,,,CHEMBL665780,Selectivity index of compound was determined as value for DPP IV divided by value for DPP II,B,CHEMBL1144883,J Med Chem,2003,CHEMBL284,Dipeptidyl peptidase 4
743295,CHEMBL37645,Cc1ccccc1-c1nc(N)c(CN)c(-c2ccc(Cl)cc2Cl)n1,,IC50,=,1750.0,nM,5.76,CHEMBL664533,Inhibitory activity against Dipeptidylpeptidase IV mediated cleavage of Ala-Pro-7-amido-4-tri-fluoromethylcoumarin in a fluorogenic assay,F,CHEMBL1147631,Bioorg Med Chem Lett,2004,CHEMBL284,Dipeptidyl peptidase 4
743296,CHEMBL35116,Cc1cccc(-c2nc(N)c(CN)c(-c3ccc(Cl)cc3Cl)n2)c1,,IC50,=,0.9,nM,9.05,CHEMBL664533,Inhibitory activity against Dipeptidylpeptidase IV mediated cleavage of Ala-Pro-7-amido-4-tri-fluoromethylcoumarin in a fluorogenic assay,F,CHEMBL1147631,Bioorg Med Chem Lett,2004,CHEMBL284,Dipeptidyl peptidase 4
744387,CHEMBL343907,O=C(C1CCCS1)N1CCCC1,,IC50,>,500000.0,nM,,CHEMBL664534,Inhibitory activity against Dipeptidylpeptidase IV (DPP IV),B,CHEMBL1144883,J Med Chem,2003,CHEMBL284,Dipeptidyl peptidase 4
744388,CHEMBL343907,O=C(C1CCCS1)N1CCCC1,,Selectivity index,=,1.0,,,CHEMBL665780,Selectivity index of compound was determined as value for DPP IV divided by value for DPP II,B,CHEMBL1144883,J Med Chem,2003,CHEMBL284,Dipeptidyl peptidase 4
744390,CHEMBL148569,CCC(C)C(N)C(=O)N1CC=CC1,,IC50,,,nM,,CHEMBL664534,Inhibitory activity against Dipeptidylpeptidase IV (DPP IV),B,CHEMBL1144883,J Med Chem,2003,CHEMBL284,Dipeptidyl peptidase 4
