molecule_id,smiles,ic50_nm,pchembl,assay_description,journal,year
CHEMBL433732,CS(=O)(=O)c1ccc(S(=O)(=O)N[C@H]2CC[C@@H]([C@H](N)C(=O)N3CCCC3)C2)cc1,420.0,6.38,Inhibitory activity against human recombinant Dipeptidylpeptidase IV,Bioorg Med Chem Lett,2004
CHEMBL354576,N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@@H](NC(=O)Nc2cccc3ccccc23)C1,110.0,6.96,Inhibitory activity against human recombinant Dipeptidylpeptidase IV,Bioorg Med Chem Lett,2004
CHEMBL168866,N[C@H](C(=O)N1CCCC1)[C@@H]1CC[C@@H](NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)C1,170.0,6.77,Inhibitory activity against human recombinant Dipeptidylpeptidase IV,Bioorg Med Chem Lett,2004
CHEMBL172631,N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@@H](OC(=O)Nc2cccc(F)c2)C1,210.0,6.68,Inhibitory activity against human recombinant Dipeptidylpeptidase IV,Bioorg Med Chem Lett,2004
CHEMBL171430,N[C@@H](C(=O)N1CCSC1)[C@H]1CC[C@@H](OC(=O)Nc2cccc3ccccc23)C1,1700.0,5.77,Inhibitory activity against human recombinant Dipeptidylpeptidase IV,Bioorg Med Chem Lett,2004
CHEMBL169204,CS(=O)(=O)c1ccc(S(=O)(=O)N[C@@H]2CC[C@@H]([C@H](N)C(=O)N3CCCC3)C2)cc1,13.0,7.89,Inhibitory activity against human recombinant Dipeptidylpeptidase IV,Bioorg Med Chem Lett,2004
CHEMBL355203,COc1ccc(NC(=O)O[C@@H]2CCC[C@H]([C@H](N)C(=O)N3CCCC3)C2)cc1,180.0,6.75,Inhibitory activity against human recombinant Dipeptidylpeptidase IV,Bioorg Med Chem Lett,2004
CHEMBL171342,N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(S(N)(=O)=O)cc2)C1,83.0,7.08,Inhibitory activity against human recombinant Dipeptidylpeptidase IV,Bioorg Med Chem Lett,2004
CHEMBL354936,CN(C)S(=O)(=O)c1ccc(S(=O)(=O)N[C@H]2CC[C@H]([C@H](N)C(=O)N3CCCC3)C2)cc1,110.0,6.96,Inhibitory activity against human recombinant Dipeptidylpeptidase IV,Bioorg Med Chem Lett,2004
CHEMBL169812,N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@@H](NC(=O)c2cccc3ccccc23)C1,230.0,6.64,Inhibitory activity against human recombinant Dipeptidylpeptidase IV,Bioorg Med Chem Lett,2004
CHEMBL172624,N[C@@H](C(=O)N1CCSC1)[C@H]1CC[C@@H](OC(=O)Nc2cccc(F)c2)C1,1200.0,5.92,Inhibitory activity against human recombinant Dipeptidylpeptidase IV,Bioorg Med Chem Lett,2004
CHEMBL355716,COc1ccc(NC(=O)O[C@H]2CC[C@H]([C@H](N)C(=O)N3CCCC3)C2)cc1,270.0,6.57,Inhibitory activity against human recombinant Dipeptidylpeptidase IV,Bioorg Med Chem Lett,2004
CHEMBL353840,N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NC(=O)c2cccc3ccccc23)C1,47.0,7.33,Inhibitory activity against human recombinant Dipeptidylpeptidase IV,Bioorg Med Chem Lett,2004
CHEMBL169179,N[C@H](C(=O)N1CCCC1)[C@@H]1CC[C@@H](NS(=O)(=O)c2ccc(S(N)(=O)=O)cc2)C1,46.0,7.34,Inhibitory activity against human recombinant Dipeptidylpeptidase IV,Bioorg Med Chem Lett,2004
CHEMBL172730,N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@@H](OC(=O)Nc2ccccc2-c2ccccc2)C1,3900.0,5.41,Inhibitory activity against human recombinant Dipeptidylpeptidase IV,Bioorg Med Chem Lett,2004
CHEMBL168281,N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(S(=O)(=O)C(F)(F)F)cc2)C1,220.0,6.66,Inhibitory activity against human recombinant Dipeptidylpeptidase IV,Bioorg Med Chem Lett,2004
CHEMBL171609,N[C@H](C(=O)N1CCCC1)[C@@H]1CC[C@H](NC(=O)Nc2cccc3ccccc23)C1,440.0,6.36,Inhibitory activity against human recombinant Dipeptidylpeptidase IV,Bioorg Med Chem Lett,2004
CHEMBL352632,CO[C@@H]1CCC[C@H]([C@H](N)C(=O)N2CCCC2)C1,870.0,6.06,Inhibitory activity against human recombinant Dipeptidylpeptidase IV,Bioorg Med Chem Lett,2004
CHEMBL355248,CS(=O)(=O)c1ccccc1S(=O)(=O)N[C@H]1CC[C@H]([C@H](N)C(=O)N2CCCC2)C1,150.0,6.82,Inhibitory activity against human recombinant Dipeptidylpeptidase IV,Bioorg Med Chem Lett,2004
CHEMBL170051,N[C@H](C(=O)N1CCCC1)[C@H]1CCC[C@H](OC(=O)Nc2ccc(I)cc2)C1,330.0,6.48,Inhibitory activity against human recombinant Dipeptidylpeptidase IV,Bioorg Med Chem Lett,2004
CHEMBL171733,N[C@H](C(=O)N1CCCC1)[C@H]1CCC[C@@H](OC(=O)Nc2ccc(I)cc2)C1,110.0,6.96,Inhibitory activity against human recombinant Dipeptidylpeptidase IV,Bioorg Med Chem Lett,2004
CHEMBL355051,N[C@H](C(=O)N1CCCC1)[C@H]1CCC[C@H](O)C1,290.0,6.54,Inhibitory activity against human recombinant Dipeptidylpeptidase IV,Bioorg Med Chem Lett,2004
CHEMBL433533,COc1ccc(NC(=O)O[C@H]2CCC[C@H]([C@H](N)C(=O)N3CCSC3)C2)cc1,420.0,6.38,Inhibitory activity against human recombinant Dipeptidylpeptidase IV,Bioorg Med Chem Lett,2004
CHEMBL171290,N[C@H](C(=O)N1CCCC1)[C@@H]1CC[C@H](NS(=O)(=O)c2ccc(S(N)(=O)=O)cc2)C1,250.0,6.6,Inhibitory activity against human recombinant Dipeptidylpeptidase IV,Bioorg Med Chem Lett,2004
CHEMBL355244,N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@@H](O)C1,4600.0,5.34,Inhibitory activity against human recombinant Dipeptidylpeptidase IV,Bioorg Med Chem Lett,2004
CHEMBL352354,COc1ccc(NC(=O)O[C@@H]2CC[C@H]([C@H](N)C(=O)N3CCSC3)C2)cc1,240.0,6.62,Inhibitory activity against human recombinant Dipeptidylpeptidase IV,Bioorg Med Chem Lett,2004
CHEMBL352402,N[C@H](C(=O)N1CCCC1)[C@@H]1CC[C@@H](OC(=O)Nc2ccc(I)cc2)C1,110.0,6.96,Inhibitory activity against human recombinant Dipeptidylpeptidase IV,Bioorg Med Chem Lett,2004
CHEMBL352520,N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NC(=O)Nc2cccc3ccccc23)C1,43.0,7.37,Inhibitory activity against human recombinant Dipeptidylpeptidase IV,Bioorg Med Chem Lett,2004
CHEMBL172057,N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@H](OC(=O)Nc2ccc(I)cc2)C1,180.0,6.75,Inhibitory activity against human recombinant Dipeptidylpeptidase IV,Bioorg Med Chem Lett,2004
CHEMBL353590,COc1ccc(NC(=O)O[C@@H]2CC[C@H]([C@H](N)C(=O)N3CCCC3)C2)cc1,1100.0,5.96,Inhibitory activity against human recombinant Dipeptidylpeptidase IV,Bioorg Med Chem Lett,2004
CHEMBL355479,N[C@H](C(=O)N1CCCC1)[C@@H]1CC[C@@H](NC(=O)Nc2cccc3ccccc23)C1,94.0,7.03,Inhibitory activity against human recombinant Dipeptidylpeptidase IV,Bioorg Med Chem Lett,2004
CHEMBL352548,CS(=O)(=O)NCCS(=O)(=O)N[C@H]1CC[C@H]([C@H](N)C(=O)N2CCCC2)C1,95.0,7.02,Inhibitory activity against human recombinant Dipeptidylpeptidase IV,Bioorg Med Chem Lett,2004
CHEMBL22310,N[C@H](C(=O)N1CC[C@H](F)C1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(F)cc2F)CC1,48.0,7.32,Inhibitory activity against human Dipeptidylpeptidase IV,Bioorg Med Chem Lett,2004
CHEMBL22545,N[C@H](C(=O)N1C[C@H](F)[C@@H](F)C1)[C@H]1CC[C@H](NC(=O)OCc2ccccc2)CC1,830.0,6.08,Inhibitory activity against human Dipeptidylpeptidase IV,Bioorg Med Chem Lett,2004
CHEMBL23223,N[C@H](C(=O)N1CCSC1)C1CCCCC1,89.0,7.05,Inhibitory activity against human Dipeptidylpeptidase IV,Bioorg Med Chem Lett,2004
CHEMBL22359,N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NC(=O)c2ccc(F)c(F)c2)CC1,53.0,7.28,Inhibitory activity against human Dipeptidylpeptidase IV,Bioorg Med Chem Lett,2004
CHEMBL23051,N[C@H](C(=O)N1C[C@@H](F)[C@H](F)C1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)CC1,270.0,6.57,Inhibitory activity against human Dipeptidylpeptidase IV,Bioorg Med Chem Lett,2004
CHEMBL25437,N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(F)cc2F)CC1,88.0,7.06,Inhibitory activity against human Dipeptidylpeptidase IV,Bioorg Med Chem Lett,2004
CHEMBL23880,N[C@H](C(=O)N1CC[C@H](F)C1)[C@H]1CC[C@H](NC(=O)c2ccccc2C(F)(F)F)CC1,210.0,6.68,Inhibitory activity against human Dipeptidylpeptidase IV,Bioorg Med Chem Lett,2004
CHEMBL416008,N[C@H](C(=O)N1C[C@@H](F)[C@H](F)C1)[C@H]1CC[C@H](NC(=O)OCc2ccccc2)CC1,360.0,6.44,Inhibitory activity against human Dipeptidylpeptidase IV,Bioorg Med Chem Lett,2004
CHEMBL281561,N[C@H](C(=O)N1CC[C@@H](F)C1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)CC1,75.0,7.12,Inhibitory activity against human Dipeptidylpeptidase IV,Bioorg Med Chem Lett,2004
CHEMBL283309,N[C@H](C(=O)N1CC[C@@H](F)C1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(F)cc2F)CC1,58.0,7.24,Inhibitory activity against human Dipeptidylpeptidase IV,Bioorg Med Chem Lett,2004
CHEMBL280658,N[C@H](C(=O)N1CCC(F)(F)C1)C1CCCCC1,73.0,7.14,Inhibitory activity against human Dipeptidylpeptidase IV,Bioorg Med Chem Lett,2004
CHEMBL278558,N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@H](NC(=O)c2ccc(F)c(F)c2)CC1,190.0,6.72,Inhibitory activity against human Dipeptidylpeptidase IV,Bioorg Med Chem Lett,2004
CHEMBL283368,N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NC(=O)c2ccccc2C(F)(F)F)CC1,67.0,7.17,Inhibitory activity against human Dipeptidylpeptidase IV,Bioorg Med Chem Lett,2004
CHEMBL23176,N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NC(=O)OCc2ccccc2)CC1,25.0,7.6,Inhibitory activity against human Dipeptidylpeptidase IV,Bioorg Med Chem Lett,2004
CHEMBL277693,N[C@H](C(=O)N1CC[C@@H](F)C1)[C@H]1CC[C@H](NC(=O)OCc2ccccc2)CC1,88.0,7.06,Inhibitory activity against human Dipeptidylpeptidase IV,Bioorg Med Chem Lett,2004
CHEMBL281178,N[C@H](C(=O)N1CC[C@H](F)C1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)CC1,35.0,7.46,Inhibitory activity against human Dipeptidylpeptidase IV,Bioorg Med Chem Lett,2004
CHEMBL23110,N[C@H](C(=O)N1CCC(F)(F)C1)[C@H]1CC[C@H](NC(=O)c2ccc(F)c(F)c2)CC1,55.0,7.26,Inhibitory activity against human Dipeptidylpeptidase IV,Bioorg Med Chem Lett,2004
CHEMBL23879,N[C@H](C(=O)N1CC[C@@H](F)C1)[C@H]1CC[C@H](NC(=O)c2ccccc2C(F)(F)F)CC1,250.0,6.6,Inhibitory activity against human Dipeptidylpeptidase IV,Bioorg Med Chem Lett,2004
CHEMBL277193,N[C@H](C(=O)N1C[C@@H](F)[C@H](F)C1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(F)cc2F)CC1,250.0,6.6,Inhibitory activity against human Dipeptidylpeptidase IV,Bioorg Med Chem Lett,2004
CHEMBL23979,N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)CC1,89.0,7.05,Inhibitory activity against human Dipeptidylpeptidase IV,Bioorg Med Chem Lett,2004
CHEMBL23981,N[C@H](C(=O)N1CC[C@@H](F)C1)C1CCCCC1,340.0,6.47,Inhibitory activity against human Dipeptidylpeptidase IV,Bioorg Med Chem Lett,2004
CHEMBL279944,N[C@H](C(=O)N1CCC(F)(F)C1)[C@H]1CC[C@H](NC(=O)OCc2ccccc2)CC1,27.0,7.57,Inhibitory activity against human Dipeptidylpeptidase IV,Bioorg Med Chem Lett,2004
CHEMBL431885,N[C@H](C(=O)N1C[C@H](F)[C@@H](F)C1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)CC1,870.0,6.06,Inhibitory activity against human Dipeptidylpeptidase IV,Bioorg Med Chem Lett,2004
CHEMBL23660,N[C@H](C(=O)N1CC[C@H](F)C1)[C@H]1CC[C@H](NC(=O)c2ccc(F)c(F)c2)CC1,54.0,7.27,Inhibitory activity against human Dipeptidylpeptidase IV,Bioorg Med Chem Lett,2004
CHEMBL22679,N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@H](NC(=O)OCc2ccccc2)CC1,94.0,7.03,Inhibitory activity against human Dipeptidylpeptidase IV,Bioorg Med Chem Lett,2004
CHEMBL23924,N[C@H](C(=O)N1CC[C@@H](F)C1)[C@H]1CC[C@H](NC(=O)c2ccc(F)c(F)c2)CC1,110.0,6.96,Inhibitory activity against human Dipeptidylpeptidase IV,Bioorg Med Chem Lett,2004
CHEMBL423108,N[C@H](C(=O)N1CCC(F)(F)C1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)CC1,23.0,7.64,Inhibitory activity against human Dipeptidylpeptidase IV,Bioorg Med Chem Lett,2004
CHEMBL278393,N[C@H](C(=O)N1CCCC1)C1CCCCC1,320.0,6.5,Inhibitory activity against human Dipeptidylpeptidase IV,Bioorg Med Chem Lett,2004
CHEMBL277635,N[C@H](C(=O)N1CCC(F)(F)C1)[C@H]1CC[C@H](NC(=O)c2ccccc2C(F)(F)F)CC1,70.0,7.16,Inhibitory activity against human Dipeptidylpeptidase IV,Bioorg Med Chem Lett,2004
CHEMBL22294,N[C@H](C(=O)N1CCC(F)(F)C1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(F)cc2F)CC1,21.0,7.68,Inhibitory activity against human Dipeptidylpeptidase IV,Bioorg Med Chem Lett,2004
CHEMBL23891,N[C@H](C(=O)N1CC[C@H](F)C1)[C@H]1CC[C@H](NC(=O)OCc2ccccc2)CC1,56.0,7.25,Inhibitory activity against human Dipeptidylpeptidase IV,Bioorg Med Chem Lett,2004
CHEMBL22511,N[C@H](C(=O)N1CC[C@H](F)C1)C1CCCCC1,170.0,6.77,Inhibitory activity against human Dipeptidylpeptidase IV,Bioorg Med Chem Lett,2004
CHEMBL25211,N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)CC1,22.0,7.66,Inhibitory activity against human Dipeptidylpeptidase IV,Bioorg Med Chem Lett,2004
CHEMBL289562,NCc1c(N)nc(-c2ccccc2)nc1-c1ccccc1,42000.0,4.38,Inhibitory activity against Dipeptidylpeptidase IV mediated cleavage of Ala-Pro-7-amido-4-tri-fluoromethylcoumarin in a fluorogenic assay,Bioorg Med Chem Lett,2004
CHEMBL357606,CCC(C)C(N)C(=O)N1CCSC1,1700.0,5.77,Inhibitory activity against Dipeptidylpeptidase IV (DPP IV),J Med Chem,2003
CHEMBL37229,COc1ccccc1-c1nc(-c2ccccc2)nc(N)c1CN,1500.0,5.82,Inhibitory activity against Dipeptidylpeptidase IV mediated cleavage of Ala-Pro-7-amido-4-tri-fluoromethylcoumarin in a fluorogenic assay,Bioorg Med Chem Lett,2004
CHEMBL93507,CCC(C)C(N)C(=O)N1CCCCC1,67000.0,4.17,Inhibitory activity against Dipeptidylpeptidase IV (DPP IV),J Med Chem,2003
CHEMBL37536,NCc1c(N)nc(-c2ccccc2F)nc1-c1ccc(Cl)cc1Cl,47.0,7.33,Inhibitory activity against Dipeptidylpeptidase IV mediated cleavage of Ala-Pro-7-amido-4-tri-fluoromethylcoumarin in a fluorogenic assay,Bioorg Med Chem Lett,2004
CHEMBL317944,NC(Cc1c[nH]cn1)C(=O)N1CCCC1,23100.0,4.64,Inhibitory activity against Dipeptidylpeptidase IV (DPP IV),J Med Chem,2003
CHEMBL37654,NCc1c(N)nc(-c2cccc(C(F)(F)F)c2)nc1-c1ccc(Cl)cc1Cl,130.0,6.89,Inhibitory activity against Dipeptidylpeptidase IV mediated cleavage of Ala-Pro-7-amido-4-tri-fluoromethylcoumarin in a fluorogenic assay,Bioorg Med Chem Lett,2004
CHEMBL148261,CCC(C)C(N)C(=O)N1CCC(F)C1,3500.0,5.46,Inhibitory activity against Dipeptidylpeptidase IV (DPP IV),J Med Chem,2003
CHEMBL34764,NCc1c(N)nc(-c2ccc(C(F)(F)F)cc2)nc1-c1ccc(Cl)cc1Cl,180.0,6.75,Inhibitory activity against Dipeptidylpeptidase IV mediated cleavage of Ala-Pro-7-amido-4-tri-fluoromethylcoumarin in a fluorogenic assay,Bioorg Med Chem Lett,2004
CHEMBL328694,NCCCCC(N)C(=O)N1CCCC1,39000.0,4.41,Inhibitory activity against Dipeptidylpeptidase IV (DPP IV),J Med Chem,2003
CHEMBL287534,Cc1cccc(-c2nc(-c3ccccc3)nc(N)c2CN)c1,20000.0,4.7,Inhibitory activity against Dipeptidylpeptidase IV mediated cleavage of Ala-Pro-7-amido-4-tri-fluoromethylcoumarin in a fluorogenic assay,Bioorg Med Chem Lett,2004
CHEMBL34603,NCc1c(N)nc(-c2ccccc2)nc1-c1ccc(Cl)cc1,1400.0,5.85,Inhibitory activity against Dipeptidylpeptidase IV mediated cleavage of Ala-Pro-7-amido-4-tri-fluoromethylcoumarin in a fluorogenic assay,Bioorg Med Chem Lett,2004
CHEMBL443622,C[C@H](N)C(=O)N1CCCC1,41000.0,4.39,Inhibitory activity against Dipeptidylpeptidase IV (DPP IV),J Med Chem,2003
CHEMBL36333,NCc1c(N)nc(-c2ccccc2)nc1-c1ccccc1Cl,2500.0,5.6,Inhibitory activity against Dipeptidylpeptidase IV mediated cleavage of Ala-Pro-7-amido-4-tri-fluoromethylcoumarin in a fluorogenic assay,Bioorg Med Chem Lett,2004
CHEMBL35451,NCc1c(N)nc(-c2ccccc2)nc1-c1cccc(F)c1,40000.0,4.4,Inhibitory activity against Dipeptidylpeptidase IV mediated cleavage of Ala-Pro-7-amido-4-tri-fluoromethylcoumarin in a fluorogenic assay,Bioorg Med Chem Lett,2004
CHEMBL93931,NC(Cc1ccccc1)C(=O)N1CCCC1,21000.0,4.68,Inhibitory activity against Dipeptidylpeptidase IV (DPP IV),J Med Chem,2003
CHEMBL146995,NC(CO)C(=O)N1CCCCC1,67000.0,4.17,Inhibitory activity against Dipeptidylpeptidase IV (DPP IV),J Med Chem,2003
CHEMBL38165,Cc1ccc(-c2nc(-c3ccccc3)nc(N)c2CN)cc1,1000.0,6.0,Inhibitory activity against Dipeptidylpeptidase IV mediated cleavage of Ala-Pro-7-amido-4-tri-fluoromethylcoumarin in a fluorogenic assay,Bioorg Med Chem Lett,2004
CHEMBL288171,NCc1c(N)nc(-c2ccccc2)nc1-c1ccccc1C(F)(F)F,14000.0,4.85,Inhibitory activity against Dipeptidylpeptidase IV mediated cleavage of Ala-Pro-7-amido-4-tri-fluoromethylcoumarin in a fluorogenic assay,Bioorg Med Chem Lett,2004
CHEMBL34842,NCc1c(N)nc(-c2ccc(F)cc2)nc1-c1ccc(Cl)cc1Cl,0.2,9.7,Inhibitory activity against Dipeptidylpeptidase IV mediated cleavage of Ala-Pro-7-amido-4-tri-fluoromethylcoumarin in a fluorogenic assay,Bioorg Med Chem Lett,2004
CHEMBL503274,CC[C@H](C)[C@H](N)C(=O)N1CCCC1,4000.0,5.4,Inhibitory activity against Dipeptidylpeptidase IV (DPP IV),J Med Chem,2003
CHEMBL319514,C[C@H](N)C(=O)N1CCC[C@H]1C#N,200.0,6.7,Inhibitory activity against Dipeptidylpeptidase IV (DPP IV),J Med Chem,2003
CHEMBL37289,COc1ccc(-c2nc(N)c(CN)c(-c3ccc(Cl)cc3Cl)n2)cc1,100.0,7.0,Inhibitory activity against Dipeptidylpeptidase IV mediated cleavage of Ala-Pro-7-amido-4-tri-fluoromethylcoumarin in a fluorogenic assay,Bioorg Med Chem Lett,2004
CHEMBL34062,COc1cc(OC)cc(-c2nc(N)c(CN)c(-c3ccc(Cl)cc3Cl)n2)c1,0.1,10.0,Inhibitory activity against Dipeptidylpeptidase IV mediated cleavage of Ala-Pro-7-amido-4-tri-fluoromethylcoumarin in a fluorogenic assay,Bioorg Med Chem Lett,2004
CHEMBL37980,NCc1c(N)nc(-c2ccccc2)nc1-c1ccc2c(c1)OCO2,10000.0,5.0,Inhibitory activity against Dipeptidylpeptidase IV mediated cleavage of Ala-Pro-7-amido-4-tri-fluoromethylcoumarin in a fluorogenic assay,Bioorg Med Chem Lett,2004
CHEMBL277390,C[S+](C)Cc1ccc2cc1C(=O)NCC(=O)NCC(=O)NCCCC[C@H](N)C(=O)N1CCC[C@H]1C(=O)N2.O=C(O)C(F)(F)F.O=C([O-])C(F)(F)F,12.0,7.92,Inhibitory activity against hydrolysis of Gly-Pro-pNa by CD26 (Dipeptidyl peptidase IV) purified from CEM H01 cells,J Med Chem,1998
CHEMBL277390,C[S+](C)Cc1ccc2cc1C(=O)NCC(=O)NCC(=O)NCCCC[C@H](N)C(=O)N1CCC[C@H]1C(=O)N2.O=C(O)C(F)(F)F.O=C([O-])C(F)(F)F,1000.0,6.0,Inhibitory activity against hydrolysis of Gly-Pro-pNa by Dipeptidyl peptidase IV purified from CD26-negative C8166 cells,J Med Chem,1998
CHEMBL37687,NCc1c(N)nc(-c2ccc(Cl)cc2)nc1-c1ccc(Cl)cc1Cl,53.0,7.28,Inhibitory activity against Dipeptidylpeptidase IV mediated cleavage of Ala-Pro-7-amido-4-tri-fluoromethylcoumarin in a fluorogenic assay,Bioorg Med Chem Lett,2004
CHEMBL37960,NCc1c(N)nc(-c2ccc(F)c(F)c2)nc1-c1ccc(Cl)cc1Cl,3.0,8.52,Inhibitory activity against Dipeptidylpeptidase IV mediated cleavage of Ala-Pro-7-amido-4-tri-fluoromethylcoumarin in a fluorogenic assay,Bioorg Med Chem Lett,2004
CHEMBL461912,N#C[C@@H]1CCCN1C(=O)[C@@H](N)CCCCN,320.0,6.5,Inhibitory activity against Dipeptidylpeptidase IV (DPP IV),J Med Chem,2003
CHEMBL416787,NCc1c(N)nc(-c2ccccc2)nc1-c1cccc(Cl)c1,31000.0,4.51,Inhibitory activity against Dipeptidylpeptidase IV mediated cleavage of Ala-Pro-7-amido-4-tri-fluoromethylcoumarin in a fluorogenic assay,Bioorg Med Chem Lett,2004
CHEMBL403882,O=C([C@@H]1CCCN1)N1CCCC1,15000.0,4.82,Inhibitory activity against Dipeptidylpeptidase IV (DPP IV),J Med Chem,2003
CHEMBL67680,CCCCCCCC[S+](CCCCCCCC)Cc1ccc2cc1C(=O)NCC(=O)NCC(=O)NCCCC[C@H](N)C(=O)N1CCC[C@H]1C(=O)N2.O=C(O)C(F)(F)F.O=C([O-])C(F)(F)F,30.0,7.52,Inhibitory activity against hydrolysis of Gly-Pro-pNa by CD26 (Dipeptidyl peptidase IV) purified from CEM H01 cells,J Med Chem,1998
CHEMBL67680,CCCCCCCC[S+](CCCCCCCC)Cc1ccc2cc1C(=O)NCC(=O)NCC(=O)NCCCC[C@H](N)C(=O)N1CCC[C@H]1C(=O)N2.O=C(O)C(F)(F)F.O=C([O-])C(F)(F)F,630.0,6.2,Inhibitory activity against hydrolysis of Gly-Pro-pNa by Dipeptidyl peptidase IV purified from CD26-negative C8166 cells,J Med Chem,1998
CHEMBL36666,NCc1c(N)nc(-c2cccc(F)c2)nc1-c1ccc(Cl)cc1Cl,0.2,9.7,Inhibitory activity against Dipeptidylpeptidase IV mediated cleavage of Ala-Pro-7-amido-4-tri-fluoromethylcoumarin in a fluorogenic assay,Bioorg Med Chem Lett,2004
CHEMBL383705,CC(C)[C@H](N)C(=O)N1CCCC1,4000.0,5.4,Inhibitory activity against Dipeptidylpeptidase IV (DPP IV),J Med Chem,2003
CHEMBL287847,NCc1c(N)nc(-c2ccccc2)nc1-c1ccccc1F,14000.0,4.85,Inhibitory activity against Dipeptidylpeptidase IV mediated cleavage of Ala-Pro-7-amido-4-tri-fluoromethylcoumarin in a fluorogenic assay,Bioorg Med Chem Lett,2004
CHEMBL37655,NCc1c(N)nc(-c2cccc(Cl)c2)nc1-c1ccc(Cl)cc1Cl,240.0,6.62,Inhibitory activity against Dipeptidylpeptidase IV mediated cleavage of Ala-Pro-7-amido-4-tri-fluoromethylcoumarin in a fluorogenic assay,Bioorg Med Chem Lett,2004
CHEMBL317126,NC(Cc1ccc(O)cc1)C(=O)N1CCCC1,14000.0,4.85,Inhibitory activity against Dipeptidylpeptidase IV (DPP IV),J Med Chem,2003
CHEMBL346877,CCC(C)C(N)C(=O)N1CCC1,50400.0,4.3,Inhibitory activity against Dipeptidylpeptidase IV (DPP IV),J Med Chem,2003
CHEMBL37748,COc1cccc(-c2nc(N)c(CN)c(-c3ccc(Cl)cc3Cl)n2)c1,340.0,6.47,Inhibitory activity against Dipeptidylpeptidase IV mediated cleavage of Ala-Pro-7-amido-4-tri-fluoromethylcoumarin in a fluorogenic assay,Bioorg Med Chem Lett,2004
CHEMBL145813,N#CC1CCCCN1C(=O)C(N)CCCCN,51000.0,4.29,Inhibitory activity against Dipeptidylpeptidase IV (DPP IV),J Med Chem,2003
CHEMBL1160335,CC(=O)OCc1ccc2cc1C(=O)NCC(=O)NCC(=O)NCCCC[C@H](N)C(=O)N1CCC[C@H]1C(=O)N2.O=C(O)C(F)(F)F,1500.0,5.82,Inhibitory activity against hydrolysis of Gly-Pro-pNa by CD26 (Dipeptidyl peptidase IV) purified from CEM H01 cells,J Med Chem,1998
CHEMBL1160335,CC(=O)OCc1ccc2cc1C(=O)NCC(=O)NCC(=O)NCCCC[C@H](N)C(=O)N1CCC[C@H]1C(=O)N2.O=C(O)C(F)(F)F,3500.0,5.46,Inhibitory activity against hydrolysis of Gly-Pro-pNa by Dipeptidyl peptidase IV purified from CD26-negative C8166 cells,J Med Chem,1998
CHEMBL305759,N[C@H]1CCCCNC(=O)CNC(=O)CNC(=O)c2cc(ccc2COc2ccccc2)NC(=O)[C@@H]2CCCN2C1=O,10000.0,5.0,Inhibitory activity against hydrolysis of Gly-Pro-pNa by CD26 (Dipeptidyl peptidase IV) purified from CEM H01 cells,J Med Chem,1998
CHEMBL305759,N[C@H]1CCCCNC(=O)CNC(=O)CNC(=O)c2cc(ccc2COc2ccccc2)NC(=O)[C@@H]2CCCN2C1=O,25000.0,4.6,Inhibitory activity against hydrolysis of Gly-Pro-pNa by Dipeptidyl peptidase IV purified from CD26-negative C8166 cells,J Med Chem,1998
CHEMBL36282,COc1ccc(-c2nc(-c3ccccc3)nc(N)c2CN)cc1,47000.0,4.33,Inhibitory activity against Dipeptidylpeptidase IV mediated cleavage of Ala-Pro-7-amido-4-tri-fluoromethylcoumarin in a fluorogenic assay,Bioorg Med Chem Lett,2004
